id,Name,Released,Members,Race,Location,Leagueregion,Gender,Examine,NPC ID,Link,chathead_url,body_url,Options,lat,lon,Quest,Removal,Shop,Also called,Combat level,Respawn time,Size
4276,White partyhat,4 July 2013,No,,Varies,N/A,,? (edit),hist6243,MOID,https://oldschool.runescape.wiki/images/thumb/Dommik_chathead.png/26px-Dommik_chathead.png,https://oldschool.runescape.wiki/images/White_partyhat_%282013_Rare_Drops%29.png,Take,,,2013 Rare Drops,14 July 2013 (Update unknown),,,,,
4277,White rabbit,28 November 2006 ( Update ),Yes,Bunny,Piscatoris Hunter area,Kandarin ✓,,Cannot be examined,No,MOID,https://oldschool.runescape.wiki/images/thumb/Nesty_chathead.png/20px-Nesty_chathead.png,https://oldschool.runescape.wiki/images/White_rabbit_dashing.png,,,,,,,,,,
4278,WhoLouCindy57,13 December 2022 ( Update ),No,Human,? (edit),N/A,Female,"Seems very sneaky, I'd be careful near this one.",hist11978,MOID,https://oldschool.runescape.wiki/images/thumb/Guss_Mistletoad_chathead.png/20px-Guss_Mistletoad_chathead.png,https://oldschool.runescape.wiki/images/WhoLouCindy57.png,,,,,11 January 2023 ( Update ),,,10,,
4279,Wild Beehive,25 October 2023 ( Update ),Yes,,Forestry events,General ✓,,A wild beehive.,12518,MOID,https://oldschool.runescape.wiki/images/thumb/Bee_keeper_%28Forestry%29_chathead.png/35px-Bee_keeper_%28Forestry%29_chathead.png,https://oldschool.runescape.wiki/images/Wild_Beehive.png,,,,,,,,,,
4280,Wild broav,10 July 2024 ( Update ),Yes,,? (edit),Kandarin ✓,,A broav with a bad temper.,13517,MOID,https://oldschool.runescape.wiki/images/thumb/Guardian_of_Armadyl_%28messenger%29_chathead.png/23px-Guardian_of_Armadyl_%28messenger%29_chathead.png,https://oldschool.runescape.wiki/images/Wild_broav.png,,,,,,,,,,
4281,Wild kebbit,21 November 2006 ( Update ),Yes,,"Piscatoris Hunter area , Auburnvale",Kandarin ✓ Varlamore ✓,,That's a mean looking set of claws.,1349,MOID,,https://oldschool.runescape.wiki/images/Wild_kebbit.png,,,,,,,,23,,
4282,Dummy,13 March 2007 ( Update ),Yes,,Temple Trekking,Morytania ✓,Male,Dummy,1591,MOID,https://oldschool.runescape.wiki/images/Wilf_%28Well%29_chathead.png,https://oldschool.runescape.wiki/images/Dummy_%28NPC%29.png,,,,,,,,,,
4283,Will,19 November 2025 ( Update ),No,Human,Port Sarim,Asgarnia ✓,Male,Enjoys a good bit of salvaging.,14959,MOID,https://oldschool.runescape.wiki/images/Will_chathead.png,https://oldschool.runescape.wiki/images/Will.png,Talk-to,3210,3024,Pandemonium,,,,,,
4284,Will o' the wisp,29 June 2004 ( Update ),Yes,,Morytania,Morytania ✓,,Mysterious swamp lights...,3483,MOID,,https://oldschool.runescape.wiki/images/Will_o%27_the_wisp.png,,,,,,,,,,
4285,William,22 February 2005 ( Update ),No,Human,Red Dragon Isle,Wilderness ✓,Male,A very brave merchant.,2195,MOID,https://oldschool.runescape.wiki/images/William_chathead.png,https://oldschool.runescape.wiki/images/William.png,"Talk-to, Trade",3856,3248,,,William's Wilderness Cape Shop.,,,,
4286,Willow,14 April 2021 ( Update ),No,Human,South of Ice Mountain,Asgarnia ✓,Female,A shifty looking gal.,"10655, 10661",MOID,https://oldschool.runescape.wiki/images/Willow_%28Below_Ice_Mountain%29_chathead.png,https://oldschool.runescape.wiki/images/Willow_%28Below_Ice_Mountain%29.png,Talk-to,3436,3002,Below Ice Mountain,,,,,,
4287,Wilough,28 July 2003 ( Update ),Yes,Human,Varrock square,Misthalin ✓,Male,One of Gertrude's sons.,3503,MOID,https://oldschool.runescape.wiki/images/Wilough_chathead.png,https://oldschool.runescape.wiki/images/Wilough.png,Talk-to,3435,3220,Gertrude's Cat,,,,,,
4288,Wily cat,28 November 2005 ( Update ),Yes,Cat,Gertrude,Misthalin ✓ Asgarnia ✓,,Wild. When in a pet house in a POH: A friendly little pet.,"5585,6690",MOID,https://oldschool.runescape.wiki/images/Wily_cat_%28grey_and_black%29_chathead.png,https://oldschool.runescape.wiki/images/Wily_cat_%28grey_and_black%29_pet.png,"Pick-up, Talk-to, Chase, Interact",,,,,,,,,
4289,Wind spell,10 July 2024 ( Update ),Yes,,Black Knight Catacombs (fight with Surok ),N/A,,A powerful wind spell.,13508,MOID,https://oldschool.runescape.wiki/images/thumb/Guardian_of_Armadyl_%28messenger%29_chathead.png/23px-Guardian_of_Armadyl_%28messenger%29_chathead.png,https://oldschool.runescape.wiki/images/Wind_spell_%28NPC%29.png,Attack,,,While Guthix Sleeps,,,,,,
4290,Winelda,17 June 2002 ( Update ),Yes,Human,Temple of Ikov,Kandarin ✓,Female,A witch.,3447,MOID,https://oldschool.runescape.wiki/images/Winelda_chathead.png,https://oldschool.runescape.wiki/images/Winelda.png,Talk-to,9876,2655,Temple of Ikov,,,,,,
4291,Wingstone,7 August 2006 ( Update ),Yes,Gnome,Nardah,Desert ✓,Male,He looks like he's a long way from home.,2552,MOID,https://oldschool.runescape.wiki/images/Wingstone_chathead.png,https://oldschool.runescape.wiki/images/Wingstone.png,Talk-to,2885,3360,,,,,,,
4292,Winkin,4 June 2007 ( Update ),Yes,Gnome,Taverley,Asgarnia ✓,Male,Like a mini man!,5131,MOID,https://oldschool.runescape.wiki/images/Winkin_chathead.png,https://oldschool.runescape.wiki/images/Winkin.png,Talk-to,9867,2914,Grim Tales,,,,,,
4293,Winter Elemental,12 February 2007 ( Update ),Yes,Elemental,Sorceress's Garden winter garden,Desert ✓,Female,A winter elemental.,"5796,5797,5798,5799,5800,5801",MOID,https://oldschool.runescape.wiki/images/thumb/Apprentice_chathead.png/30px-Apprentice_chathead.png,https://oldschool.runescape.wiki/images/Winter_Elemental.png,None,,,,,,,,,
4294,Winter Soldier,8 September 2016 ( Update ),Yes,Human,Wintertodt Camp,Kourend ✓,Male,He really isn't dressed for this weather.,7379,MOID,https://oldschool.runescape.wiki/images/Winter_Soldier_chathead.png,https://oldschool.runescape.wiki/images/Winter_Soldier.png,Talk-to,3941,1625,,,,,,,
4295,Wintertoad,8 September 2016 ( Update ),Yes,Frog,Wintertodt Camp,Kourend ✓,,A chilly toad.,7381,MOID,https://oldschool.runescape.wiki/images/thumb/Captain_Kalt_chathead.png/30px-Captain_Kalt_chathead.png,https://oldschool.runescape.wiki/images/Wintertoad.png,None,3941,1636,,,,,,,
4296,Wintumber tree,5 August 2013,No,,Varies,N/A,,? (edit),hist6250,MOID,https://oldschool.runescape.wiki/images/thumb/Dommik_chathead.png/26px-Dommik_chathead.png,https://oldschool.runescape.wiki/images/Wintumber_tree_%282013_Rare_Drops%29.png,Take,,,2013 Rare Drops,12 August 2013 (Update unknown),,,,,
4297,Wise Old Man,6 June 2005 ( Update ),No,Human,Draynor Village,Misthalin ✓,Male,A venerable and rich sage.,"2108,2112,2113,4306,4307,8052,8407,8409",MOID,https://oldschool.runescape.wiki/images/Wise_Old_Man_chathead.png,https://oldschool.runescape.wiki/images/Wise_Old_Man.png,Talk-to,3256,3089,• Swan Song • Dragon Slayer II • Recipe For Disaster • Making Friends with My Arm • Garden of Tranquillity,,Quest point cape,"Dionysius, Deesus [ 1 ] , WOM",144,,
4298,Wise Old Man,1 April 2014 ( Update ),No,Human,Eastern Lands,N/A,Male,A venerable and rich sage.,hist5,MOID,https://oldschool.runescape.wiki/images/thumb/Captain_Emmemji_chathead.png/35px-Captain_Emmemji_chathead.png,https://oldschool.runescape.wiki/images/Wise_Old_Man.png,,,,2014 April Fools,3 April 2014 ( Update ),,,,,
4299,Wise Old Man,11 December 2017 ( Update ),No,,Land of Snow,N/A,,? (edit),hist7996,MOID,https://oldschool.runescape.wiki/images/Wise_Old_Man_%282017_Christmas_event%29_chathead.png,https://oldschool.runescape.wiki/images/Wise_Old_Man_%282017_Christmas_event%29.png,,,,,4 January 2018 ( Update ),,,,,
4300,Wise Old Man,16 February 2022 ( Update ),No,Human,Al Kharid,N/A,Male,"The Wise Old Man, taking part in the cookout.",hist11405,MOID,https://oldschool.runescape.wiki/images/Wise_Old_Man_%282022_Birthday_event%29_chathead.png,https://oldschool.runescape.wiki/images/Wise_Old_Man_%282022_Birthday_event%29.png,Talk-to,,,2022 Birthday event,9 March 2022 ( Update ),,,,,
4301,Wiskit,22 March 2006 ( Update ),Yes,Human,Aurel 's general store,Morytania ✓,Male,"A flea infested, pale looking excuse of a man.",4480,MOID,https://oldschool.runescape.wiki/images/Wiskit_chathead.png,https://oldschool.runescape.wiki/images/Wiskit.png,Talk-to,,,In Aid of the Myreque,,,,,,
4302,Wisp,26 July 2023 ( Update ),Yes,Siren,The Whisperer,Asgarnia ✓,,Born in the shadows.,"12153,12157",MOID,https://oldschool.runescape.wiki/images/Wisp_chathead.png,https://oldschool.runescape.wiki/images/Wisp_%28follower%29.png,"Talk-to, Pick-up, Emote",,,,,,,,,
4303,Wistan,9 August 2004 ( Update ),Yes,Human,Burthorpe,Asgarnia ✓,Male,Shopkeeper for Burthorpe.,4106,MOID,https://oldschool.runescape.wiki/images/Wistan_chathead.png,https://oldschool.runescape.wiki/images/Wistan.png,"Talk-to, Trade",3547,2928,,,Burthorpe Supplies,,,,
4304,Witch,12 December 2006 ( Update ),No,Human,Draynor Manor,Misthalin ✓,Female,The hat's a dead giveaway.,4409,MOID,https://oldschool.runescape.wiki/images/Witch_chathead.png,https://oldschool.runescape.wiki/images/Witch.png,Talk-to,3370,3101,Animal Magnetism,,,,,,
4305,Witch,6 April 2001 ( Update ),No,Human,Black Knights' Fortress,Asgarnia ✓,Female,The Black Knights' resident witch.,4778,MOID,https://oldschool.runescape.wiki/images/Witch_%28Lensig%29_chathead.png,https://oldschool.runescape.wiki/images/Witch_%28Lensig%29.png,,,,Black Knights' Fortress,,,,,,
4306,Witch's cat,3 March 2003 ( Update ),Yes,Cat,Underground Pass,Tirannwn ✓,,Curiosity is yet to kill this one...,8992,MOID,https://oldschool.runescape.wiki/images/Witch%27s_cat_chathead.png,https://oldschool.runescape.wiki/images/Witch%27s_cat_%28NPC%29.png,"Pick-up, Talk-to",,,,,,,,,
4307,Witchaven villager,4 September 2006 ( Update ),Yes,Human,Witchaven,Kandarin ✓,Male,A down on his luck fisherman.,4790,MOID,https://oldschool.runescape.wiki/images/Witchaven_villager_chathead.png,https://oldschool.runescape.wiki/images/Witchaven_villager.png,Talk-to,,,The Slug Menace,,,,,,
4308,Wizard,7 January 2016 ( Update ),Yes,Human,Arceuus,Kourend ✓,Male,A researcher from the Wizards' Tower.,7066,MOID,https://oldschool.runescape.wiki/images/Wizard_%28Arceuus%2C_1%29_chathead.png,https://oldschool.runescape.wiki/images/Wizard_%28Arceuus%2C_1%29.png,? (edit),3788,1647,,,,,,,
4309,Wizard,16 July 2020 ( Update ),No,Human,Ferox Enclave : Last Man Standing,Wilderness ✓,Male,He seems to get a lot of enjoyment from sending people to their deaths.,10373,MOID,https://oldschool.runescape.wiki/images/thumb/Lisa_chathead.png/29px-Lisa_chathead.png,https://oldschool.runescape.wiki/images/Wizard_%28Last_Man_Standing%2C_1%29.png,,3642,3142,,,,,,,
4310,Wizard,27 February 2002 ( Update ),No,Human,Lumbridge Swamp,Misthalin ✓,Male,He looks kind of puny...,1160,MOID,https://oldschool.runescape.wiki/images/Wizard_%28Lost_City%29_chathead.png,https://oldschool.runescape.wiki/images/Wizard_%28Lost_City%29.png,Talk-to,3205,3150,Lost City,,,,,,
4311,Wizard,5 December 2006 ( Update ),Yes,Human,Watchtower,Kandarin ✓,Male,A wizard.,4398,MOID,https://oldschool.runescape.wiki/images/Wizard_%28Watchtower%2C_1%29_chathead.png,https://oldschool.runescape.wiki/images/Wizard_%28Watchtower%2C_1%29.png,Talk-to,3117,2544,,,,,,,
4312,Wizard Akutha,23 October 2002 ( Update ),Yes,Human,Wizards' Guild,Kandarin ✓,Male,A Supplier of Magical items.,3247,MOID,https://oldschool.runescape.wiki/images/Wizard_Akutha_chathead.png,https://oldschool.runescape.wiki/images/Wizard_Akutha.png,"Talk-to, Trade",3088,2591,,,Magic Guild Store - Runes and Staves,,,,
4313,Wizard Cromperty,30 April 2002 ( Update ),Yes,Human,East Ardougne,Kandarin ✓,Male,The hat is a dead give away.,8480,MOID,https://oldschool.runescape.wiki/images/Wizard_Cromperty_chathead.png,https://oldschool.runescape.wiki/images/Wizard_Cromperty.png,"Talk-to, Teleport",3327,2684,"Tribal Totem , One Small Favour , King's Ransom",,,,,,
4314,Wizard Distentor,23 October 2002 ( Update ),Yes,Human,Wizards' Guild,Kandarin ✓,Male,Head of the Magic Guild.,"3248,11399,11400",MOID,https://oldschool.runescape.wiki/images/Wizard_Distentor_chathead.png,https://oldschool.runescape.wiki/images/Wizard_Distentor.png,"Talk-to, Teleport",3088,2591,,,,,,,
4315,Wizard Frumscone,23 October 2002 ( Update ),Yes,Human,Wizards' Guild basement,Misthalin ✓,Male,A Wizard of the Magic Guild.,3246,MOID,https://oldschool.runescape.wiki/images/Wizard_Frumscone_chathead.png,https://oldschool.runescape.wiki/images/Wizard_Frumscone.png,Talk-to,9487,2592,Swan Song,,,,,,
4316,Wizard Gary,4 March 2026 ( Update ),No,Human,South Varrock,Misthalin ✓,Male,A wizard who's proven himself.,15634,MOID,https://oldschool.runescape.wiki/images/Gary_%2825th_Anniversary_event%2C_hat%29_chathead.png,https://oldschool.runescape.wiki/images/Wizard_Gary.png,Talk-to,3384,3234,,,,,,,
4317,Wizard Grayzag,29 March 2004 ( Update ),No,Human,Wizards' Tower 2 nd floor [ UK ] 3 rd floor [ US ],Misthalin ✓,Male,Master of imps.,5006,MOID,https://oldschool.runescape.wiki/images/Wizard_Grayzag_chathead.png,https://oldschool.runescape.wiki/images/Wizard_Grayzag.png,Talk-to,3161,3110,,,,,,,
4318,Wizard Jalarast,18 October 2004 ( Update ),No,Human,Wizards' Tower,Misthalin ✓,Female,The Wizards' Tower's armourer.,3232,MOID,https://oldschool.runescape.wiki/images/Wizard_Jalarast_chathead.png,https://oldschool.runescape.wiki/images/Wizard_Jalarast.png,"Talk-to, Trade",3163,3106,,,,,,,
4319,Wizard Mizgog,16 February 2001 ( Update ),No,Human,Wizards' Tower 2 nd floor [ UK ] 3 rd floor [ US ],Misthalin ✓,Male,An old wizard.,7746,MOID,https://oldschool.runescape.wiki/images/Wizard_Mizgog_chathead.png,https://oldschool.runescape.wiki/images/Wizard_Mizgog.png,Talk-to,3164,3104,Imp Catcher,,Amulet of accuracy,,,,
4320,Wizard Persten,23 March 2022 ( Update ),No,"Human , Mahjarrat",Oasis north of Al Kharid,Desert ✓,Female,• An out of place wizard. • An expert on teleportation magic.,"11436,11437,11438,11439",MOID,https://oldschool.runescape.wiki/images/Wizard_Persten_chathead.png,https://oldschool.runescape.wiki/images/Wizard_Persten.png,Talk-to,3231,3284,Temple of the Eye,,,,,,
4321,Wizard Sinina,26 January 2005 ( Update ),Yes,Human,Wizards' Guild,Kandarin ✓,Male,A Supplier of Magical robes.,3249,MOID,https://oldschool.runescape.wiki/images/Wizard_Sinina_chathead.png,https://oldschool.runescape.wiki/images/Wizard_Sinina.png,"Talk-to, Trade",3088,2591,,,Magic Guild Store - Mystic Robes,,,,
4322,Wizard Traiborn,4 January 2001 ( Update ),No,Human,Wizards' Tower 1 st floor [ UK ] 2 nd floor [ US ],Misthalin ✓,Male,An old wizard.,5081,MOID,https://oldschool.runescape.wiki/images/Wizard_Traiborn_chathead.png,https://oldschool.runescape.wiki/images/Wizard_Traiborn.png,Talk-to,3157,3112,• Demon Slayer • Recipe for Disaster • Temple of the Eye,,,,,,
4323,Wizguard,27 August 2025 ( Update ),Yes,Human,Varies,N/A,,Helps other guards keep the peace... kind of.,14792,MOID,https://oldschool.runescape.wiki/images/thumb/Nigel_chathead.png/34px-Nigel_chathead.png,https://oldschool.runescape.wiki/images/Wizguard.png,None,,,,,,,,,
4324,Wolf,22 June 2022 ( Update ),No,Human,Blue Moon Inn,N/A,Male,A trader of fine flowers and flower seeds.,hist11653,MOID,https://oldschool.runescape.wiki/images/Wolf_%282022_Pride_event%29_chathead.png,https://oldschool.runescape.wiki/images/Wolf_%282022_Pride_event%29.png,,3434,3193,,13 July 2022 ( Update ),,,,,
4325,Wolfbone,6 September 2018 ( Update ),Yes,Troll,Troll Stronghold kitchen,Asgarnia ✓,Male,A visitor from a colder land.,8424,MOID,https://oldschool.runescape.wiki/images/Wolfbone_chathead.png,https://oldschool.runescape.wiki/images/Wolfbone.png,Talk-to,10092,2905,Making Friends with My Arm,,,,,,
4326,Woman,10 December 2025 ( Update ),No,Human,Blue Moon Inn,N/A,,One of Gielenor's many citizens.,hist15562,MOID,https://oldschool.runescape.wiki/images/Woman_%282025_Christmas_event%29_chathead.png,https://oldschool.runescape.wiki/images/Woman_%282025_Christmas_event%29.png,None,,,,7 January 2026 ( Update ),,,,,
4327,Woman,25 July 2019 ( Update ),Yes,Human,Ardougne,Kandarin ✓,Female,One of Gielinor's many citizens.,8863,MOID,https://oldschool.runescape.wiki/images/thumb/Edmond_chathead.png/17px-Edmond_chathead.png,https://oldschool.runescape.wiki/images/Woman_%28Song_of_the_Elves%2C_1%29.png,None,,,,,,,,,
4328,Woman,9 November 2017 ( Update ),Yes,Human,The Warrens,Kourend ✓,Female,It looks like her life is a struggle.,7921,MOID,https://oldschool.runescape.wiki/images/Woman_%28The_Warrens%2C_north%29_chathead.png,https://oldschool.runescape.wiki/images/Woman_%28The_Warrens%2C_north%29.png,Talk-to,10158,1773,,,,,,,
4329,Woman,17 October 2005 ( Update ),Yes,Human,Dorgeshuun Mines,Misthalin ✓,Female,One of Gielinor's many citizens.,4958,MOID,https://oldschool.runescape.wiki/images/Woman_%28Wanted%21%29_chathead.png,https://oldschool.runescape.wiki/images/Woman_%28Wanted%21%29.png,Talk-to,,,Wanted!,,,,,,
4330,Woman-at-arms (hard),13 March 2007 ( Update ),Yes,Human,Paterdomus,Morytania ✓,Female,A basic trained mercenary fighter.,1574,MOID,https://oldschool.runescape.wiki/images/Woman-at-arms_%28hard%29_chathead.png,https://oldschool.runescape.wiki/images/Woman-at-arms_%28hard%29.png,"Talk-to, Escort, Supply",3485,3435,,,,,,,
4331,Wood Dryad,11 July 2006 ( Update ),Yes,Dryad,Enchanted Valley,Misthalin ✓,Female,Twiggy.,1846,MOID,https://oldschool.runescape.wiki/images/Wood_Dryad_chathead.png,https://oldschool.runescape.wiki/images/Wood_Dryad.png,Talk-to,4520,3027,,,,,,,
4332,Woodcutting Leprechaun,28 June 2023 ( Update ),Yes,Leprechaun,Forestry events,General ✓,,Helps foresters bank.,12163,MOID,https://oldschool.runescape.wiki/images/Woodcutting_Leprechaun_chathead.png,https://oldschool.runescape.wiki/images/Woodcutting_Leprechaun.png,"Talk-to, Deposit",,,,,,"Leppy, Lepper, Lep",,,
4333,Wooden ducks,24 October 2013 ( Update ),Yes,Ghost,Diango's Workshop,N/A,,There's nothing scarier than wooden ducks.,removed,MOID,https://oldschool.runescape.wiki/images/thumb/Diango_chathead.png/35px-Diango_chathead.png,https://oldschool.runescape.wiki/images/Wooden_ducks.png,,,,,7 November 2013 ( Update ),,,,,
4334,Woodsman tutor,27 September 2006 ( Update ),No,Human,Lumbridge,Misthalin ✓,Male,"Wilfred, a chip off the old block.",3226,MOID,https://oldschool.runescape.wiki/images/Woodsman_tutor_chathead.png,https://oldschool.runescape.wiki/images/Woodsman_tutor.png,Talk-to,3246,3227,,,Woodcutting cape,,,,
4335,Woofson,25 September 2024 ( Update ),Yes,Dog,Aldarin,Varlamore ✓,Male,He's examining some suspicious muddy footprints.,13966,MOID,https://oldschool.runescape.wiki/images/thumb/Antonia_chathead.png/22px-Antonia_chathead.png,https://oldschool.runescape.wiki/images/Woofson.png,,2949,1403,,,,,,,
4336,Worker,20 March 2024 ( Update ),Yes,Dwarf ( Imcando-descendant ),Cam Torum,Varlamore ✓,Male,A dwarven worker.,13089,MOID,https://oldschool.runescape.wiki/images/Worker_%28Cam_Torum%29_chathead.png,https://oldschool.runescape.wiki/images/Worker_%28Cam_Torum%29.png,Talk-to,9587,1448,,,,,,,
4337,Worker,25 September 2024 ( Update ),Yes,Dwarf ( Imcando-descendant ),Mistrock mine,Varlamore ✓,Male,A dwarven worker.,13948,MOID,https://oldschool.runescape.wiki/images/Worker_%28Mistrock%2C_5%29_chathead.png,https://oldschool.runescape.wiki/images/Worker_%28Mistrock%2C_5%29.png,Talk-to,2884,1432,,,,,,,
4338,Worker,19 November 2025 ( Update ),Yes,Human,Port Roberts,N/A,Male,"Working hard, or hardly working?",14896,MOID,https://oldschool.runescape.wiki/images/Worker_%28Port_Roberts%2C_1%29_chathead.png,https://oldschool.runescape.wiki/images/Worker_%28Port_Roberts%2C_1%29.png,Talk-to,,,,,,,,,
